module	Assembly.barcode	MLST	HC1100	presence
module_231	ESC_HC1730AA_AS	53;40;1370;13;36;28;29	CC_19	1
module_250	ESC_HC1730AA_AS	53;40;1370;13;36;28;29	CC_19	1
module_388	ESC_HC1730AA_AS	53;40;1370;13;36;28;29	CC_19	1
module_101	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_103	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_107	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_231	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_388	ESC_HC1734AA_AS	1643;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_102	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_103	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_104	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_106	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_107	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_142	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_230	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_231	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_250	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_359	ESC_HC1787AA_AS	53;40;1369;13;36;28;29	CC_19	1
module_101	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_103	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_107	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_231	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_388	ESC_HC1792AA_AS	-544;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_103	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_107	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_231	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC1804AA_AS	1496;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC1813AA_AS	-542;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC1813AA_AS	-542;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC1813AA_AS	-542;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC1813AA_AS	-542;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC1813AA_AS	-542;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC1813AA_AS	-542;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC1813AA_AS	-542;40;47;13;36;28;29	CC_19	1
module_388	ESC_HC1813AA_AS	-542;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_388	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_412	ESC_HC1852AA_AS	1629;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC2738AA_AS	53;40;980;13;36;28;29	CC_19	1
module_103	ESC_HC2738AA_AS	53;40;980;13;36;28;29	CC_19	1
module_104	ESC_HC2738AA_AS	53;40;980;13;36;28;29	CC_19	1
module_142	ESC_HC2738AA_AS	53;40;980;13;36;28;29	CC_19	1
module_230	ESC_HC2738AA_AS	53;40;980;13;36;28;29	CC_19	1
module_250	ESC_HC2738AA_AS	53;40;980;13;36;28;29	CC_19	1
module_101	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_103	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_107	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_231	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_388	ESC_HC3763AA_AS	1693;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_103	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_107	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_231	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_388	ESC_HC3769AA_AS	1691;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_103	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_107	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_388	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_412	ESC_HC3793AA_AS	1687;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_103	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_107	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_412	ESC_HC5610AA_AS	1699;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_102	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_103	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_104	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_106	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_107	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_142	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_231	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_250	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_359	ESC_HC5660AA_AS	1698;40;47;13;36;28;29	CC_19	1
module_101	ESC_HC5710AA_AS	53;2237;47;13;36;28;29	CC_19	1
module_103	ESC_HC5710AA_AS	53;2237;47;13;36;28;29	CC_19	1
module_104	ESC_HC5710AA_AS	53;2237;47;13;36;28;29	CC_19	1
module_142	ESC_HC5710AA_AS	53;2237;47;13;36;28;29	CC_19	1
module_230	ESC_HC5710AA_AS	53;2237;47;13;36;28;29	CC_19	1
module_250	ESC_HC5710AA_AS	53;2237;47;13;36;28;29	CC_19	1
module_101	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_102	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_103	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_104	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_106	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_107	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_142	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_231	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_250	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_359	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_388	ESC_HC8178AA_AS	53;40;47;13;1359;28;29	CC_19	1
module_101	ESC_IA9000AA_AS	53;40;47;13;579;28;29	CC_19	1
module_102	ESC_IA9000AA_AS	53;40;47;13;579;28;29	CC_19	1
module_104	ESC_IA9000AA_AS	53;40;47;13;579;28;29	CC_19	1
module_106	ESC_IA9000AA_AS	53;40;47;13;579;28;29	CC_19	1
module_142	ESC_IA9000AA_AS	53;40;47;13;579;28;29	CC_19	1
module_250	ESC_IA9000AA_AS	53;40;47;13;579;28;29	CC_19	1
module_359	ESC_IA9000AA_AS	53;40;47;13;579;28;29	CC_19	1
module_101	ESC_IA9380AA_AS	53;40;47;739;36;28;29	CC_19	1
module_102	ESC_IA9380AA_AS	53;40;47;739;36;28;29	CC_19	1
module_104	ESC_IA9380AA_AS	53;40;47;739;36;28;29	CC_19	1
module_106	ESC_IA9380AA_AS	53;40;47;739;36;28;29	CC_19	1
module_142	ESC_IA9380AA_AS	53;40;47;739;36;28;29	CC_19	1
module_250	ESC_IA9380AA_AS	53;40;47;739;36;28;29	CC_19	1
module_359	ESC_IA9380AA_AS	53;40;47;739;36;28;29	CC_19	1
module_388	ESC_IA9380AA_AS	53;40;47;739;36;28;29	CC_19	1
module_101	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_102	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_103	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_104	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_106	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_107	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_231	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_250	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_388	ESC_IB2366AA_AS	53;40;47;13;-2;8;29	CC_19	1
module_104	ESC_IB7385AA_AS	53;40;47;13;379;28;29	CC_19	1
module_142	ESC_IB7385AA_AS	53;40;47;13;379;28;29	CC_19	1
module_231	ESC_IB7385AA_AS	53;40;47;13;379;28;29	CC_19	1
module_250	ESC_IB7385AA_AS	53;40;47;13;379;28;29	CC_19	1
module_101	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_102	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_103	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_104	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_106	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_107	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_142	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_231	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_250	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_359	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_388	ESC_IB7641AA_AS	53;40;47;1259;36;28;29	CC_19	1
module_101	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_102	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_103	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_104	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_106	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_107	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_142	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_231	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_250	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_359	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_388	ESC_IB9038AA_AS	1105;40;47;13;36;28;29	CC_19	1
module_103	ESC_IB9437AA_AS	53;40;47;13;36;28;789	CC_19	1
module_104	ESC_IB9437AA_AS	53;40;47;13;36;28;789	CC_19	1
module_142	ESC_IB9437AA_AS	53;40;47;13;36;28;789	CC_19	1
module_230	ESC_IB9437AA_AS	53;40;47;13;36;28;789	CC_19	1
module_250	ESC_IB9437AA_AS	53;40;47;13;36;28;789	CC_19	1
module_101	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_102	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_103	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_104	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_106	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_107	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_231	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_250	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_359	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_388	ESC_IC1852AA_AS	53;2279;47;13;36;28;29	CC_19	1
module_101	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_102	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_103	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_104	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_106	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_107	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_142	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_231	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_250	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_359	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_388	ESC_IC9522AA_AS	53;40;47;1814;36;28;29	CC_19	1
module_101	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_102	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_103	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_104	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_106	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_107	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_142	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_250	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_359	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_388	ESC_JA0938AA_AS	-8;40;47;13;36;28;29	CC_19	1
module_101	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_102	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_103	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_104	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_106	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_107	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_142	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_231	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_250	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_359	ESC_JA0944AA_AS	53;926;47;13;36;28;29	CC_19	1
module_101	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_102	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_103	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_104	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_106	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_107	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_142	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_250	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_359	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_388	ESC_JB4105AA_AS	53;40;47;13;36;28;795	CC_19	1
module_101	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_102	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_103	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_104	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_106	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_107	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_142	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_231	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_250	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_359	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_388	ESC_JC1130AA_AS	53;2309;47;13;36;28;29	CC_19	1
module_101	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_102	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_103	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_104	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_106	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_107	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_142	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_231	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_250	ESC_JC1215AA_AS	53;40;47;1817;36;28;29	CC_19	1
module_101	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_102	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_103	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_104	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_106	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_107	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_142	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_250	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_359	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_388	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_412	ESC_JC1318AA_AS	53;405;47;13;36;28;29	CC_19	1
module_101	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_102	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_103	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_104	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_106	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_107	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_142	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_231	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_250	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_359	ESC_JC1434AA_AS	NaN;NaN;NaN;NaN;NaN;NaN;NaN	CC_19	1
module_101	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_102	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_103	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_104	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_106	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_107	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_231	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_250	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_388	ESC_JC1551AA_AS	53;40;47;13;36;28;1158	CC_19	1
module_101	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_102	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_103	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_104	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_106	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_107	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_142	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_250	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_359	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_388	ESC_JC1921AA_AS	53;2316;47;13;36;28;29	CC_19	1
module_101	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_102	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_103	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_104	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_106	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_107	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_142	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_231	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_250	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_388	ESC_JC1940AA_AS	53;40;47;13;1431;28;29	CC_19	1
module_101	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_102	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_103	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_104	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_106	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_107	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_142	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_250	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_359	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_388	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_412	ESC_JC2029AA_AS	1781;40;47;13;36;28;29	CC_19	1
module_103	ESC_JC2238AA_AS	53;40;47;1830;36;28;29	CC_19	1
module_104	ESC_JC2238AA_AS	53;40;47;1830;36;28;29	CC_19	1
module_107	ESC_JC2238AA_AS	53;40;47;1830;36;28;29	CC_19	1
module_142	ESC_JC2238AA_AS	53;40;47;1830;36;28;29	CC_19	1
module_231	ESC_JC2238AA_AS	53;40;47;1830;36;28;29	CC_19	1
module_250	ESC_JC2238AA_AS	53;40;47;1830;36;28;29	CC_19	1
module_359	ESC_JC2238AA_AS	53;40;47;1830;36;28;29	CC_19	1
module_101	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_102	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_103	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_104	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_106	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_107	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_142	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_231	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_250	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_359	ESC_JC2419AA_AS	53;2310;47;13;36;28;29	CC_19	1
module_101	ESC_JC2537AA_AS	53;40;47;13;1430;28;29	CC_19	1
module_102	ESC_JC2537AA_AS	53;40;47;13;1430;28;29	CC_19	1
module_103	ESC_JC2537AA_AS	53;40;47;13;1430;28;29	CC_19	1
module_104	ESC_JC2537AA_AS	53;40;47;13;1430;28;29	CC_19	1
module_106	ESC_JC2537AA_AS	53;40;47;13;1430;28;29	CC_19	1
module_107	ESC_JC2537AA_AS	53;40;47;13;1430;28;29	CC_19	1
